MLP_Layer,Learning_Rate,Dropout_Rate,Ensemble_Size,Mean_Best_Epoch,Mean_Accuracy,Std_Accuracy,Mean_AUROC,Std_AUROC,Mean_Avg_Precision,Std_Avg_Precision,Gen_Best_Epoch,Gen_Accuracy,Gen_AUROC,Gen_Avg_Precision,Calibration_Slope
"[60, 60, 40]",0.1,0.6,3,epoch_1,0.8943,0.003,0.7977,0.1301,0.4968,0.2388,1,0.8943,0.7841,0.4025,0.9117
"[120, 60, 20]",0.1,0.6,3,epoch_0,0.8933,0.0019,0.7756,0.1711,0.5201,0.278,0,0.8933,0.7608,0.2699,0.854
"[120, 60, 40]",0.1,0.6,3,epoch_2,0.8933,0.0019,0.7742,0.163,0.4535,0.2528,1,0.8994,0.7529,0.3632,0.979
"[30, 20]",1.0,0,1,epoch_0,0.8735,0.0585,0.4915,0.0334,0.1104,0.0123,8,0.8933,0.5047,0.1077,0.1391
"[60, 60]",1.0,0,1,epoch_0,0.891,0.0153,0.5368,0.1186,0.146,0.1169,0,0.891,0.571,0.1536,0.4512
"[60, 60, 40]",1.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,8,0.8933,0.5047,0.1077,0.1425
"[120, 60, 20]",1.0,0,1,epoch_0,0.8896,0.0093,0.5163,0.0392,0.1321,0.0601,0,0.8896,0.5289,0.1213,0.3776
"[120, 60, 40]",1.0,0,1,epoch_0,0.8938,0.0021,0.5041,0.0122,0.1108,0.013,0,0.8938,0.5023,0.1124,0.3913
"[30, 20]",1.0,0,3,epoch_0,0.8933,0.0019,0.4915,0.0334,0.1104,0.0123,14,0.8933,0.5047,0.1077,0.1822
"[60, 60]",1.0,0,3,epoch_0,0.8957,0.0082,0.5398,0.1259,0.1542,0.1414,0,0.8957,0.5681,0.1686,1.2209
"[60, 60, 40]",1.0,0,3,epoch_1,0.8933,0.0019,0.5009,0.0026,0.1069,0.0022,1,0.8933,0.5052,0.1083,10000.0
"[120, 60, 20]",1.0,0,3,epoch_0,0.891,0.0036,0.5166,0.0458,0.1245,0.048,0,0.891,0.5291,0.1189,0.4705
"[120, 60, 40]",1.0,0,3,epoch_0,0.8933,0.0019,0.5079,0.0158,0.1157,0.0204,0,0.8933,0.5067,0.1166,0.9929
"[30, 20]",1.0,0.2,1,epoch_7,0.8933,0.0019,0.5063,0.0181,0.108,0.0047,6,0.8933,0.5132,0.1106,0.6817
"[60, 60]",1.0,0.2,1,epoch_9,0.8924,0.0031,0.5399,0.1215,0.1439,0.1106,9,0.8924,0.5225,0.1518,0.3324
"[60, 60, 40]",1.0,0.2,1,epoch_0,0.8853,0.0118,0.5011,0.0156,0.112,0.015,2,0.8938,0.5059,0.1123,0.3022
"[120, 60, 20]",1.0,0.2,1,epoch_0,0.8872,0.0066,0.5002,0.0085,0.1083,0.0036,8,0.8933,0.5054,0.1078,0.5215
"[120, 60, 40]",1.0,0.2,1,epoch_0,0.89,0.007,0.5054,0.0149,0.118,0.0174,0,0.89,0.5059,0.1118,0.1384
"[30, 20]",1.0,0.2,3,epoch_7,0.8933,0.0019,0.5063,0.0181,0.108,0.0047,8,0.8933,0.5112,0.1099,10000.0
"[60, 60]",1.0,0.2,3,epoch_47,0.8933,0.0019,0.5262,0.0795,0.1446,0.113,47,0.8933,0.5477,0.1569,10000.0
"[60, 60, 40]",1.0,0.2,3,epoch_0,0.8933,0.0019,0.5082,0.025,0.1246,0.0364,0,0.8933,0.5138,0.1169,10000.0
"[120, 60, 20]",1.0,0.2,3,epoch_0,0.8924,0.0013,0.501,0.0169,0.1139,0.012,8,0.8933,0.505,0.108,1.4244
"[120, 60, 40]",1.0,0.2,3,epoch_0,0.8933,0.0019,0.5089,0.0237,0.12,0.0194,0,0.8933,0.5101,0.1135,10000.0
"[30, 20]",1.0,0.4,1,epoch_7,0.8938,0.0021,0.5024,0.0065,0.1106,0.0122,7,0.8938,0.499,0.1109,0.505
"[60, 60]",1.0,0.4,1,epoch_0,0.8929,0.0058,0.5102,0.0415,0.1334,0.0415,0,0.8929,0.5102,0.1292,-1.2311
"[60, 60, 40]",1.0,0.4,1,epoch_0,0.8886,0.0102,0.4968,0.0061,0.1067,0.0019,14,0.8933,0.5047,0.1077,0.0324
"[120, 60, 20]",1.0,0.4,1,epoch_0,0.8905,0.014,0.5159,0.018,0.1268,0.0266,0,0.8905,0.5181,0.1253,0.547
"[120, 60, 40]",1.0,0.4,1,epoch_0,0.8929,0.0128,0.5256,0.0649,0.1394,0.082,0,0.8929,0.5347,0.1403,0.3498
"[30, 20]",1.0,0.4,3,epoch_39,0.8962,0.0096,0.5216,0.0649,0.1335,0.0796,39,0.8961,0.4977,0.1314,10000.0
"[60, 60]",1.0,0.4,3,epoch_0,0.8938,0.003,0.5603,0.1146,0.1878,0.0872,0,0.8938,0.5489,0.1809,10000.0
"[60, 60, 40]",1.0,0.4,3,epoch_0,0.8938,0.0021,0.5117,0.0279,0.131,0.0367,0,0.8938,0.5055,0.118,0.1704
"[120, 60, 20]",1.0,0.4,3,epoch_0,0.89,0.0107,0.5363,0.0366,0.1569,0.0514,0,0.89,0.5419,0.1326,10000.0
"[120, 60, 40]",1.0,0.4,3,epoch_0,0.8962,0.0096,0.544,0.1036,0.1767,0.1318,0,0.8961,0.5158,0.179,10000.0
"[30, 20]",1.0,0.6,1,epoch_2,0.8924,0.0024,0.5071,0.0239,0.1084,0.0058,4,0.8924,0.5094,0.1094,0.207
"[60, 60]",1.0,0.6,1,epoch_1,0.8933,0.0048,0.5162,0.047,0.1312,0.0535,1,0.8933,0.5283,0.129,0.6201
"[60, 60, 40]",1.0,0.6,1,epoch_1,0.8933,0.0019,0.5067,0.0147,0.108,0.0036,1,0.8933,0.5122,0.11,1.1805
"[120, 60, 20]",1.0,0.6,1,epoch_0,0.8915,0.0052,0.5191,0.0533,0.1123,0.0134,0,0.8914,0.535,0.1169,1.8541
"[120, 60, 40]",1.0,0.6,1,epoch_0,0.8891,0.0139,0.5308,0.1325,0.1375,0.045,2,0.8947,0.5413,0.1278,0.4209
"[30, 20]",1.0,0.6,3,epoch_0,0.8933,0.0019,0.5466,0.1232,0.153,0.0847,264,0.8933,0.5694,0.1404,10000.0
"[60, 60]",1.0,0.6,3,epoch_1,0.8933,0.0019,0.6433,0.108,0.2248,0.0944,1,0.8933,0.6754,0.2266,5.5118
"[60, 60, 40]",1.0,0.6,3,epoch_1,0.8933,0.0019,0.561,0.0446,0.1222,0.0125,1,0.8933,0.5329,0.1163,2.1016
"[120, 60, 20]",1.0,0.6,3,epoch_0,0.891,0.0063,0.5408,0.1173,0.1358,0.0459,0,0.891,0.5582,0.1284,10000.0
"[120, 60, 40]",1.0,0.6,3,epoch_0,0.8933,0.0019,0.5409,0.1572,0.1603,0.0647,2,0.8933,0.521,0.1267,0.2193
"[30, 20]",10.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,18,0.8933,0.5047,0.1077,0.0543
"[60, 60]",10.0,0,1,epoch_0,0.8882,0.016,0.4971,0.0087,0.1067,0.0019,50,0.8886,0.5044,0.1077,0.0274
"[60, 60, 40]",10.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,18,0.8933,0.5047,0.1077,0.0496
"[120, 60, 20]",10.0,0,1,epoch_0,0.8901,0.0143,0.5203,0.0723,0.1359,0.0866,0,0.89,0.5408,0.1303,0.3215
"[120, 60, 40]",10.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,18,0.8933,0.5047,0.1077,0.0486
"[30, 20]",10.0,0,3,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,10,0.8933,0.5047,0.1077,0.0538
"[60, 60]",10.0,0,3,epoch_1,0.8933,0.0019,0.4989,0.0096,0.107,0.0016,517,0.8933,0.5052,0.1078,0.3272
"[60, 60, 40]",10.0,0,3,epoch_0,0.8933,0.0019,0.4979,0.0031,0.1067,0.0019,10,0.8933,0.5047,0.1077,0.0513
"[120, 60, 20]",10.0,0,3,epoch_0,0.8929,0.0026,0.5187,0.073,0.1359,0.0866,0,0.8929,0.5377,0.1272,0.733
"[120, 60, 40]",10.0,0,3,epoch_0,0.8933,0.0019,0.5016,0.0069,0.1105,0.0122,0,0.8933,0.4967,0.1099,10000.0
"[30, 20]",10.0,0.2,1,epoch_5,0.8933,0.0019,0.5026,0.0079,0.1072,0.0027,4,0.8933,0.5057,0.1081,0.2992
"[60, 60]",10.0,0.2,1,epoch_0,0.8919,0.0058,0.5033,0.0096,0.1145,0.0162,20,0.8938,0.5089,0.1128,0.0187
"[60, 60, 40]",10.0,0.2,1,epoch_1,0.8933,0.0041,0.5038,0.0133,0.1144,0.0238,1,0.8933,0.5086,0.1129,0.4353
"[120, 60, 20]",10.0,0.2,1,epoch_0,0.8853,0.0199,0.5016,0.0198,0.1189,0.0248,0,0.8853,0.508,0.1088,0.04
"[120, 60, 40]",10.0,0.2,1,epoch_0,0.8844,0.0091,0.5009,0.0118,0.1108,0.0065,41,0.8933,0.5047,0.1077,0.0167
"[30, 20]",10.0,0.2,3,epoch_0,0.8933,0.0019,0.503,0.0081,0.1109,0.0122,0,0.8933,0.5028,0.1082,1.4803
"[60, 60]",10.0,0.2,3,epoch_83,0.8933,0.0019,0.5367,0.1101,0.1415,0.1035,82,0.8933,0.5257,0.147,10000.0
"[60, 60, 40]",10.0,0.2,3,epoch_1,0.8933,0.0019,0.5038,0.0133,0.1144,0.0238,1,0.8933,0.5075,0.112,0.8196
"[120, 60, 20]",10.0,0.2,3,epoch_0,0.8914,0.0039,0.501,0.0254,0.1239,0.0254,15,0.8933,0.5047,0.1077,10000.0
"[120, 60, 40]",10.0,0.2,3,epoch_0,0.8919,0.0035,0.5009,0.0119,0.1109,0.0055,10,0.8933,0.5052,0.1078,0.805
"[30, 20]",10.0,0.4,1,epoch_18,0.8938,0.0021,0.5022,0.0065,0.1105,0.0122,18,0.8938,0.5042,0.1119,0.0315
"[60, 60]",10.0,0.4,1,epoch_0,0.8943,0.0055,0.5066,0.0394,0.1266,0.0249,0,0.8943,0.5132,0.1291,-0.1587
"[60, 60, 40]",10.0,0.4,1,epoch_0,0.8802,0.022,0.4965,0.0181,0.1101,0.0108,8,0.8933,0.5047,0.1077,0.0162
"[120, 60, 20]",10.0,0.4,1,epoch_0,0.8933,0.0151,0.5326,0.0384,0.1557,0.0617,0,0.8933,0.5339,0.1464,0.3419
"[120, 60, 40]",10.0,0.4,1,epoch_0,0.8896,0.0107,0.5156,0.0259,0.1237,0.0356,0,0.8896,0.5157,0.1211,0.3044
"[30, 20]",10.0,0.4,3,epoch_374,0.8933,0.0019,0.5265,0.0794,0.1446,0.113,374,0.8933,0.5482,0.1572,0.2265
"[60, 60]",10.0,0.4,3,epoch_0,0.8938,0.0021,0.5507,0.1074,0.1725,0.0655,0,0.8938,0.5883,0.1819,0.2974
"[60, 60, 40]",10.0,0.4,3,epoch_0,0.8933,0.0019,0.5128,0.049,0.1359,0.0494,0,0.8933,0.4977,0.1305,10000.0
"[120, 60, 20]",10.0,0.4,3,epoch_0,0.8896,0.0081,0.569,0.0627,0.1782,0.0665,0,0.8896,0.5662,0.1509,10000.0
"[120, 60, 40]",10.0,0.4,3,epoch_0,0.8929,0.0017,0.5524,0.0609,0.168,0.0617,0,0.8929,0.5545,0.1561,0.5178
"[30, 20]",10.0,0.6,1,epoch_2,0.7344,0.3153,0.5095,0.0215,0.1157,0.0163,2,0.735,0.5092,0.1092,0.0163
"[60, 60]",10.0,0.6,1,epoch_0,0.8938,0.0113,0.4658,0.0946,0.1444,0.0436,0,0.8938,0.4629,0.1306,0.3634
"[60, 60, 40]",10.0,0.6,1,epoch_1,0.8933,0.0019,0.5071,0.0104,0.1081,0.0021,0,0.8919,0.515,0.1099,0.2079
"[120, 60, 20]",10.0,0.6,1,epoch_0,0.8929,0.0039,0.5066,0.0119,0.1117,0.0114,0,0.8929,0.5087,0.1097,0.6908
"[120, 60, 40]",10.0,0.6,1,epoch_0,0.8929,0.0026,0.522,0.1266,0.1294,0.0389,0,0.8929,0.5517,0.1207,0.2546
"[30, 20]",10.0,0.6,3,epoch_2,0.8929,0.0017,0.5717,0.0699,0.1329,0.0237,2,0.8929,0.5114,0.1185,10000.0
"[60, 60]",10.0,0.6,3,epoch_1,0.8933,0.0019,0.6329,0.1236,0.2472,0.1842,1,0.8933,0.6081,0.2387,7.6425
"[60, 60, 40]",10.0,0.6,3,epoch_2,0.8933,0.0019,0.5274,0.0465,0.1194,0.0276,2,0.8933,0.5105,0.1185,3.5158
"[120, 60, 20]",10.0,0.6,3,epoch_0,0.8924,0.0025,0.5506,0.0554,0.1343,0.0296,0,0.8924,0.523,0.1226,0.3994
"[120, 60, 40]",10.0,0.6,3,epoch_0,0.8933,0.0019,0.4891,0.1141,0.1236,0.0498,77,0.8933,0.5008,0.1115,-0.0038
"[30, 20]",100.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,15,0.8933,0.5047,0.1077,0.4317
"[60, 60]",100.0,0,1,epoch_0,0.8882,0.016,0.4971,0.0087,0.1067,0.0019,514,0.8886,0.5043,0.1077,0.0066
"[60, 60, 40]",100.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,431,0.7364,0.5047,0.1077,0.0019
"[120, 60, 20]",100.0,0,1,epoch_0,0.8896,0.012,0.51,0.0399,0.122,0.0451,0,0.8896,0.5095,0.1118,
"[120, 60, 40]",100.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,710,0.8933,0.5047,0.1077,193.3328
"[30, 20]",100.0,0,3,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,490,0.8933,0.5047,0.1077,0.0087
"[60, 60]",100.0,0,3,epoch_3,0.8933,0.0019,0.4989,0.0096,0.107,0.0016,14,0.8886,0.5048,0.1077,0.0406
"[60, 60, 40]",100.0,0,3,epoch_1,0.8933,0.0019,0.5006,0.0039,0.1071,0.0024,93,0.8933,0.5047,0.1077,0.005
"[120, 60, 20]",100.0,0,3,epoch_0,0.8929,0.0026,0.5076,0.041,0.122,0.0451,0,0.8929,0.5128,0.113,10000.0
"[120, 60, 40]",100.0,0,3,epoch_0,0.8933,0.0019,0.5016,0.0069,0.1105,0.0122,407,0.8933,0.5047,0.1077,0.0069
"[30, 20]",100.0,0.2,1,epoch_5,0.8196,0.2216,0.5026,0.0079,0.1072,0.0027,5,0.8195,0.5026,0.1078,0.0175
"[60, 60]",100.0,0.2,1,epoch_0,0.8919,0.0058,0.5033,0.0096,0.1145,0.0162,9,0.8938,0.5069,0.1126,1.224
"[60, 60, 40]",100.0,0.2,1,epoch_1,0.8149,0.2357,0.5038,0.0133,0.1144,0.0238,1,0.8148,0.5107,0.113,0.0086
"[120, 60, 20]",100.0,0.2,1,epoch_0,0.8839,0.0212,0.4988,0.0192,0.1148,0.0235,11,0.6579,0.5047,0.1077,0.002
"[120, 60, 40]",100.0,0.2,1,epoch_0,0.8853,0.0052,0.4993,0.009,0.109,0.0061,11,0.8933,0.5056,0.108,34.7975
"[30, 20]",100.0,0.2,3,epoch_0,0.8933,0.0019,0.5024,0.0078,0.1108,0.0122,5,0.7411,0.5016,0.108,-0.0122
"[60, 60]",100.0,0.2,3,epoch_0,0.8933,0.0019,0.5179,0.0568,0.1326,0.0551,0,0.8933,0.5165,0.13,10000.0
"[60, 60, 40]",100.0,0.2,3,epoch_1,0.8933,0.0019,0.5033,0.0136,0.1144,0.0238,1,0.8933,0.5071,0.111,10000.0
"[120, 60, 20]",100.0,0.2,3,epoch_0,0.891,0.0041,0.4948,0.0211,0.112,0.0146,11,0.8933,0.5047,0.1077,0.0119
"[120, 60, 40]",100.0,0.2,3,epoch_0,0.8919,0.0029,0.4987,0.0116,0.1084,0.0041,9,0.8933,0.5042,0.1077,10000.0
"[30, 20]",100.0,0.4,1,epoch_9,0.7362,0.3151,0.5024,0.0073,0.1106,0.0124,9,0.7364,0.5031,0.1117,0.0039
"[60, 60]",100.0,0.4,1,epoch_0,0.8933,0.008,0.5179,0.0272,0.1317,0.0306,539,0.8933,0.5259,0.1263,0.3178
"[60, 60, 40]",100.0,0.4,1,epoch_4,0.8154,0.2358,0.5022,0.0065,0.1105,0.0122,4,0.8153,0.503,0.1116,0.0079
"[120, 60, 20]",100.0,0.4,1,epoch_0,0.8844,0.0376,0.5276,0.0304,0.1458,0.0573,0,0.8844,0.528,0.1227,
"[120, 60, 40]",100.0,0.4,1,epoch_0,0.8868,0.0119,0.5154,0.0281,0.1239,0.0355,0,0.8867,0.5157,0.1149,
"[30, 20]",100.0,0.4,3,epoch_374,0.8149,0.2357,0.5265,0.0794,0.1446,0.113,0,0.8938,0.5157,0.1187,0.5751
"[60, 60]",100.0,0.4,3,epoch_1,0.8155,0.2373,0.5671,0.0879,0.1805,0.0765,0,0.8938,0.5685,0.1482,0.5404
"[60, 60, 40]",100.0,0.4,3,epoch_0,0.8929,0.0026,0.511,0.0444,0.1241,0.0366,1,0.6584,0.5022,0.1118,0.0028
"[120, 60, 20]",100.0,0.4,3,epoch_0,0.8858,0.0231,0.548,0.0518,0.1561,0.0495,0,0.8858,0.5483,0.1281,0.4171
"[120, 60, 40]",100.0,0.4,3,epoch_0,0.8914,0.0032,0.5546,0.0647,0.158,0.0541,0,0.8914,0.5537,0.134,0.5176
"[30, 20]",100.0,0.6,1,epoch_2,0.7458,0.2922,0.506,0.0248,0.113,0.0135,2,0.7458,0.5072,0.1093,0.0109
"[60, 60]",100.0,0.6,1,epoch_0,0.8928,0.0107,0.5345,0.0305,0.1506,0.0508,0,0.8929,0.5347,0.1368,
"[60, 60, 40]",100.0,0.6,1,epoch_3,0.5001,0.3919,0.5011,0.0017,0.1069,0.0017,846,0.8148,0.5045,0.1077,0.0016
"[120, 60, 20]",100.0,0.6,1,epoch_0,0.8929,0.0034,0.5017,0.0071,0.1107,0.0114,140,0.8148,0.5047,0.1077,0.0015
"[120, 60, 40]",100.0,0.6,1,epoch_5,0.8933,0.0019,0.5208,0.0624,0.113,0.0196,5,0.8933,0.5247,0.1113,-237.7708
"[30, 20]",100.0,0.6,3,epoch_2,0.8914,0.005,0.5237,0.0625,0.1187,0.0196,63,0.8933,0.5045,0.112,0.1022
"[60, 60]",100.0,0.6,3,epoch_2,0.8933,0.0019,0.5585,0.1114,0.1633,0.1004,2,0.8933,0.5585,0.1428,
"[60, 60, 40]",100.0,0.6,3,epoch_0,0.8933,0.0019,0.5004,0.0123,0.1103,0.0059,205,0.8933,0.5122,0.1095,0.0611
"[120, 60, 20]",100.0,0.6,3,epoch_0,0.8924,0.0025,0.5124,0.0226,0.1238,0.036,0,0.8924,0.5118,0.1107,
"[120, 60, 40]",100.0,0.6,3,epoch_1,0.8933,0.0019,0.5118,0.0379,0.1235,0.0507,1,0.8933,0.512,0.1142,
"[30, 20]",1000.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,138,0.5794,0.5034,0.1073,0.0013
"[60, 60]",1000.0,0,1,epoch_0,0.8882,0.016,0.4971,0.0087,0.1067,0.0019,569,0.6579,0.5032,0.1073,0.001
"[60, 60, 40]",1000.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,227,0.8148,0.5034,0.1073,0.0005
"[120, 60, 20]",1000.0,0,1,epoch_0,0.8896,0.012,0.51,0.0399,0.122,0.0451,0,0.8896,0.5095,0.1118,
"[120, 60, 40]",1000.0,0,1,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,590,0.5789,0.5031,0.1074,0.0016
"[30, 20]",1000.0,0,3,epoch_0,0.8933,0.0019,0.5,0.0,0.1067,0.0019,7,0.8933,0.5046,0.1077,10000.0
"[60, 60]",1000.0,0,3,epoch_5,0.8933,0.0019,0.4989,0.0096,0.107,0.0016,732,0.8886,0.5032,0.1075,0.0037
"[60, 60, 40]",1000.0,0,3,epoch_1,0.8933,0.0019,0.5006,0.0039,0.1071,0.0024,687,0.8148,0.5038,0.1075,0.0048
"[120, 60, 20]",1000.0,0,3,epoch_0,0.8924,0.0037,0.5084,0.0407,0.122,0.0451,0,0.8924,0.5079,0.11,
"[120, 60, 40]",1000.0,0,3,epoch_0,0.8933,0.0019,0.5016,0.0069,0.1105,0.0122,0,0.8933,0.5017,0.1077,
"[30, 20]",1000.0,0.2,1,epoch_0,0.8924,0.0031,0.4995,0.0011,0.1067,0.0019,631,0.7364,0.503,0.1074,0.0014
"[60, 60]",1000.0,0.2,1,epoch_0,0.8919,0.0058,0.503,0.0096,0.1144,0.0163,14,0.8938,0.502,0.1113,1.5173
"[60, 60, 40]",1000.0,0.2,1,epoch_1,0.8933,0.0041,0.5038,0.0133,0.1144,0.0238,1,0.8933,0.5039,0.1101,
"[120, 60, 20]",1000.0,0.2,1,epoch_0,0.8839,0.0212,0.4988,0.0192,0.1148,0.0235,346,0.7364,0.5027,0.1073,0.0014
"[120, 60, 40]",1000.0,0.2,1,epoch_0,0.8853,0.0052,0.4993,0.009,0.109,0.0061,600,0.5009,0.5041,0.1075,0.0016
"[30, 20]",1000.0,0.2,3,epoch_0,0.8933,0.0019,0.5011,0.007,0.1105,0.0122,29,0.8148,0.5047,0.1077,0.0033
"[60, 60]",1000.0,0.2,3,epoch_0,0.8933,0.0019,0.5211,0.0559,0.1332,0.0551,0,0.8933,0.5205,0.1228,
"[60, 60, 40]",1000.0,0.2,3,epoch_1,0.8933,0.0019,0.5033,0.0136,0.1144,0.0238,1,0.8933,0.5034,0.1087,
"[120, 60, 20]",1000.0,0.2,3,epoch_0,0.891,0.0041,0.4948,0.0211,0.112,0.0146,26,0.8933,0.5037,0.1076,0.0054
"[120, 60, 40]",1000.0,0.2,3,epoch_1,0.8933,0.0019,0.499,0.008,0.1105,0.0122,600,0.7364,0.5047,0.1076,0.0028
"[30, 20]",1000.0,0.4,1,epoch_9,0.8938,0.0021,0.5022,0.0065,0.1105,0.0122,9,0.8938,0.5022,0.1106,
"[60, 60]",1000.0,0.4,1,epoch_0,0.8933,0.008,0.5179,0.0272,0.1317,0.0306,0,0.8933,0.5175,0.1223,
"[60, 60, 40]",1000.0,0.4,1,epoch_0,0.8778,0.0254,0.4971,0.0197,0.1102,0.0108,227,0.7364,0.5034,0.1073,0.0007
"[120, 60, 20]",1000.0,0.4,1,epoch_0,0.8844,0.0376,0.5276,0.0304,0.1458,0.0573,0,0.8844,0.528,0.1227,
"[120, 60, 40]",1000.0,0.4,1,epoch_0,0.8863,0.0124,0.5133,0.0264,0.1224,0.0354,0,0.8863,0.5135,0.1133,
"[30, 20]",1000.0,0.4,3,epoch_374,0.8933,0.0019,0.5265,0.0794,0.1446,0.113,374,0.8933,0.5147,0.1148,0.1065
"[60, 60]",1000.0,0.4,3,epoch_0,0.8933,0.002,0.5732,0.1058,0.1759,0.066,0,0.8933,0.5701,0.148,0.5415
"[60, 60, 40]",1000.0,0.4,3,epoch_0,0.8924,0.0031,0.5089,0.0472,0.1242,0.0366,0,0.8924,0.5092,0.1096,
"[120, 60, 20]",1000.0,0.4,3,epoch_0,0.8858,0.0231,0.5443,0.049,0.152,0.047,0,0.8858,0.5447,0.126,0.3984
"[120, 60, 40]",1000.0,0.4,3,epoch_0,0.8915,0.0048,0.5794,0.0654,0.1729,0.0573,0,0.8914,0.5775,0.1554,0.7219
"[30, 20]",1000.0,0.6,1,epoch_2,0.7458,0.2922,0.5077,0.0207,0.112,0.0126,2,0.7458,0.5066,0.108,0.0082
"[60, 60]",1000.0,0.6,1,epoch_0,0.8928,0.0107,0.5345,0.0305,0.1506,0.0508,0,0.8929,0.5347,0.1368,
"[60, 60, 40]",1000.0,0.6,1,epoch_3,0.5784,0.385,0.5003,0.0008,0.1067,0.0018,541,0.6574,0.5038,0.1074,0.0008
"[120, 60, 20]",1000.0,0.6,1,epoch_0,0.8929,0.0034,0.5017,0.0071,0.1107,0.0114,0,0.8929,0.5017,0.1077,
"[120, 60, 40]",1000.0,0.6,1,epoch_0,0.891,0.0046,0.5027,0.01,0.1083,0.0043,0,0.891,0.5026,0.1077,
"[30, 20]",1000.0,0.6,3,epoch_1,0.8933,0.0019,0.5099,0.0255,0.1205,0.0353,2,0.8914,0.5221,0.1115,0.0568
"[60, 60]",1000.0,0.6,3,epoch_0,0.8924,0.0025,0.5523,0.0449,0.1629,0.0513,0,0.8924,0.5519,0.1376,
"[60, 60, 40]",1000.0,0.6,3,epoch_0,0.8933,0.0019,0.5004,0.0122,0.1103,0.0059,19,0.8933,0.5052,0.1077,0.0053
"[120, 60, 20]",1000.0,0.6,3,epoch_0,0.8924,0.0025,0.5125,0.0287,0.1239,0.0476,0,0.8924,0.5118,0.1107,
"[120, 60, 40]",1000.0,0.6,3,epoch_1,0.8933,0.0019,0.5113,0.0382,0.1235,0.0507,1,0.8933,0.5115,0.1132,
